183;CUNDINAMARCA;NO APLICA;COTA;Gloria Elsy Acosta Castro;11;PREFERENTE;POLITICO
184;VALLE;NO APLICA;CANDELARIA;Jhon Jairo Sinisterra Sinisterra;3;PREFERENTE;ACTOR
185;VALLE;NO APLICA;CANDELARIA;Castulo Anibal Acosta Munoz;5;PREFERENTE;ACTOR
186;ARAUCA;NO APLICA;ARAUCA;Brenda Lisbeth Chavez Garcia;6;PREFERENTE;OTRO
187;ARAUCA;NO APLICA;ARAUCA;Carlos Raul Suarez Castellanos;12;PREFERENTE;POLITICO
188;NARInO;NO APLICA;PROVIDENCIA;Luis Ramiro Ortega Andrade;4;PREFERENTE;OTRO
189;SUCRE;NO APLICA;SAN_JUAN_DE_BETULIA_(BETULIA);Ubadel Jose Goez Hernandez;4;PREFERENTE;CANTANTE
190;SUCRE;NO APLICA;SAN_JUAN_DE_BETULIA_(BETULIA);Leydi Maria Marchan Ortega;8;PREFERENTE;POLITICO
191;VALLE;NO APLICA;JAMUNDI;Juan Carlos Micolta Escobar;4;PREFERENTE;POLITICO
192;ANTIOQUIA;NO APLICA;CARMEN_DE_VIBORAL;Nestor Fernando Zuluaga Giraldo;0;NO APLICA;CANTANTE
193;MAGDALENA;NO APLICA;SAN_ZENON;Alberto Martinez Martinez;0;NO APLICA;POLITICO
194;CASANARE;NO APLICA;PAZ_DE_ARIPORO_(MORENO);Wilson Cifuentes;1;PREFERENTE;POLITICO
195;CASANARE;NO APLICA;PAZ_DE_ARIPORO_(MORENO);Luis Hermides Galindo Diaz;4;PREFERENTE;CANTANTE
196;BOLIVAR;NO APLICA;SAN_PABLO;Dumas Fernando Rodriguez Giraldo;7;PREFERENTE;OTRO
197;BOLIVAR;NO APLICA;SAN_PABLO;Cesar Guerrero Garcia;8;PREFERENTE;CANTANTE
198;ANTIOQUIA;NO APLICA;FREDONIA;Vicente Antonio Hurtado Monsalve;0;NO APLICA;ACTOR
199;TOLIMA;NO APLICA;FRESNO;Luz Adriana Ramirez Perez;7;PREFERENTE;CANTANTE
200;TOLIMA;NO APLICA;FRESNO;Edwin Arango Villegas;12;PREFERENTE;POLITICO
201;BOYACA;NO APLICA;COVARACHIA;Yenny Salazar Prada;7;PREFERENTE;CANTANTE
202;SANTANDER;NO APLICA;AGUADA;Luis Egidio Tirado Ortiz;2;PREFERENTE;CANTANTE
203;SUCRE;NO APLICA;TOLU;Maria Del Carmen Diaz Zarza;12;PREFERENTE;POLITICO
204;ATLANTICO;NO APLICA;TUBARA;Rafael Angel Viloria De La Hoz;10;PREFERENTE;OTRO
205;HUILA;NO APLICA;CAMPOALEGRE;Henry Sanchez Quintero;0;NO PREFERENTE;CANTANTE
206;HUILA;NO APLICA;CAMPOALEGRE;Karol Yiseth Medina Santana;0;NO PREFERENTE;POLITICO
207;ANTIOQUIA;NO APLICA;ENVIGADO;Ruben Dario Acevedo Colorado;4;PREFERENTE;POLITICO
208;ANTIOQUIA;NO APLICA;ENVIGADO;Henry Eduardo Osorio Ospina;12;PREFERENTE;POLITICO
209;ANTIOQUIA;NO APLICA;ENVIGADO;Laura Mejia Restrepo;14;PREFERENTE;ACTOR
